ID,AÑO,EDAD,SEXO,NACIONALIDAD,ESTADO CIVIL,DEPTO_HECHO,MUNIC_HECHO,BARRIO_HECHO,DIR_HECHO,ZONA_HECHO,CONDICION VICTIMA,TIPOVEHICULO,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
2033,2008,48.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SN ANTONIO,AV 4 OESTE   1-65,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE   1-65, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
2881,2008,29.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTENARIO,AV 4 OESTE  1-148 VENTOLINE,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE  1-148 VENTOLINE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1802,2007,23.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA RITA,AV 4 OESTE  7-47,URBANA,PASAJERO,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE  7-47, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
4090,2009,34.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4 OESTE  CON 10,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE  CON 10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3155,2008,27.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE  ENTRE 19 Y 20 OESTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE  ENTRE 19 Y 20 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1160,2007,35.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 4 OESTE # 5-130,URBANA,PEATON,SI,SI,ATROPELLO,"AV 4 OESTE # 5-130, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.4522325, -76.5541834, 0.0)",3.4522325,-76.5541834,0.0
2379,2008,21.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA PORTADA,AV 4 OESTE · 19 - 91,URBANA,CONDUCTOR,MOTO O MOTO CARRO,NS/NR Ó SIN INFORMACIÓN,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE · 19 - 91, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
12086,2012,46.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE 19-89,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"AV 4 OESTE 19-89, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
3154,2008,52.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE 19-91,URBANA,PASAJERO,CAMIÓN FURGÓN,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE 19-91, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
4322,2009,34.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,NORMANDIA,AV 4 OESTE 3-95,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE 3-95, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
3103,2008,12.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE 45 A 17,URBANA,PASAJERO,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE 45 A 17, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.4522325, -76.5541834, 0.0)",3.4522325,-76.5541834,0.0
10194,2011,25.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,PALERMO,AV 4 OESTE C 22,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 4 OESTE C 22, Cali, Valle del Cauca","Avenida 4 Oeste, Terrón Colorado, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760101, Colombia","(3.4507145, -76.5690519, 0.0)",3.4507145,-76.5690519,0.0
9131,2011,20.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE CALLE 19,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE CALLE 19, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7773,2010,27.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE CALLE 21,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AV 4 OESTE CALLE 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11255,2012,76.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,PALERMO,AV 4 OESTE CALLE 22,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"AV 4 OESTE CALLE 22, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5466,2009,30.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,PALERMO,AV 4 OESTE CALLE 22 B,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE CALLE 22 B, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7761,2010,49.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4 OESTE CALLE 3,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AV 4 OESTE CALLE 3, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5382,2009,20.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE CL 13 OESTE,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE CL 13 OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14445,2014,37.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,NORMANDIA,AV 4 OESTE CON  CL 1,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE ,"AV 4 OESTE CON  CL 1, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5261,2009,31.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,NORMANDIA,AV 4 OESTE NO. 1 -45,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE NO. 1 -45, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2915,2008,58.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 4 OESTE NRO 20 15,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE NRO 20 15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8838,2011,13.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4 OESTE NRO 28 10,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 OESTE NRO 28 10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2266,2008,27.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 4 OESTE VIA AL MAR,URBANA,PEATON,,,ATROPELLO,"AV 4 OESTE VIA AL MAR, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4473,2009,27.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,PALERMO,AV 4 VIA AL MAR,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4 VIA AL MAR, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13124,2013,39.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA RITA,AV 4° OESTE CON 7°,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4° OESTE CON 7°, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9285,2011,89.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 41 CALLE 8,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 41 CALLE 8, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5273,2009,42.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 42 OESTE CON CLL 10,URBANA,PEATON,,,ATROPELLO,"AV 42 OESTE CON CLL 10, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9042,2011,15.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,MONTEBELLO,AV 43 OESTE ENTRE 5 B 5 C,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"AV 43 OESTE ENTRE 5 B 5 C, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6277,2010,19.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 4A # 47N - 52,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4A # 47N - 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1904,2007,37.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 4B ORTE CALLE 47,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4B ORTE CALLE 47, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2667,2008,61.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GRANADA,AV 4N  16N-73,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4N  16N-73, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12180,2012,36.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CENTRO,AV 4N  CON CL 8N,URBANA,CICLISTA ,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N  CON CL 8N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12236,2012,40.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 4N  CON CL CL38,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N  CON CL CL38, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11779,2012,34.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4N CALLE 16,URBANA,PASAJERO,AUTOMOVIL ,PÚBLICO,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 16, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3170,2008,23.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CALLE 20,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 4N CALLE 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12100,2012,45.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CALLE 20,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12101,2012,41.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CALLE 20,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12002,2012,42.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VIPASA,AV 4N CALLE 47,URBANA,CONDUCTOR,AUTOMOVIL ,PÚBLICO,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 47, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12203,2012,41.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 4N CALLE 52,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11534,2012,49.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 4N CALLE 62 Y 63,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CALLE 62 Y 63, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3181,2008,25.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CON  CALLE 20N,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 4N CON  CALLE 20N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12102,2012,24.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4N CON 17,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CON 17, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
542,2007,32.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CON 19,URBANA,CONDUCTOR,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHÍCULO,"AV 4N CON 19, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3180,2008,26.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CON 20N,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PÚBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 4N CON 20N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
972,2007,20.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 4N CON 26,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4N CON 26, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10830,2012,27.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,AV 4N CON 44N,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CON 44N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11029,2012,31.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4N CON CALLE 20,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4N CON CALLE 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6249,2010,24.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 4NORTE CALLE 34,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 4NORTE CALLE 34, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13053,2013,41.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 4OE CALLE 20,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 4OE CALLE 20, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4801,2009,11.0,FEMENINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 5  NRO 5-45,URBANA,PEATON,,,ATROPELLO,"AV 5  NRO 5-45, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
169,2007,42.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 A CON 21,URBANA,CONDUCTOR,AUTOMOVIL (INCLUYE TAXIS),PUBLICO,CHOQUE CON OTRO VEHÍCULO,"AV 5 A CON 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2736,2008,24.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 5 A NORTE CON CALLE 21,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 A NORTE CON CALLE 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4033,2009,36.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 AN CON CL 21N,URBANA,CONDUCTOR,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 AN CON CL 21N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4213,2009,29.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 B  CON CL 21 N,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 B  CON CL 21 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4797,2009,2.0,FEMENINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 5 B CALLE 17,URBANA,PEATON,,,ATROPELLO,"AV 5 B CALLE 17, Cali, Valle del Cauca","Calle 17, Cañaverales - Los Samanes, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760033, Colombia","(3.3992668, -76.5272056, 0.0)",3.3992668,-76.5272056,0.0
3217,2008,33.0,MASCULINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,AV 5 B CALLE 23 BN,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 B CALLE 23 BN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4224,2009,52.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 B CON CAL 18,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 B CON CAL 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13572,2013,38.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 B NTE CON CALLE 22NTE,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 B NTE CON CALLE 22NTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
863,2007,42.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AV 5 B OESTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 B OESTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11211,2012,32.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN VICENTE,AV 5 BN  CL 23 CN,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"AV 5 BN  CL 23 CN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5528,2009,88.0,MASCULINO,COLOMBIA ,VIUDO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 BN CALLE 22,URBANA,PEATON,,,ATROPELLO,"AV 5 BN CALLE 22, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9594,2011,25.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 CALLE 18,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 CALLE 18, Cali, Valle del Cauca","Calle 18, Parcelaciones Pance, Comuna 22, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 720001, Colombia","(3.3411552, -76.5310459, 0.0)",3.3411552,-76.5310459,0.0
3486,2008,34.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AV 5 CALLE 20 N,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AV 5 CALLE 20 N, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12092,2012,22.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AV 5 CALLE 21,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHICULO,"AV 5 CALLE 21, Cali, Valle del Cauca","Calle 21, Sucre, Comuna 9, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760044, Colombia","(3.4439741, -76.5212945, 0.0)",3.4439741,-76.5212945,0.0
