ID,AÑO,EDAD,SEXO,NACIONALIDAD,ESTADO CIVIL,DEPTO_HECHO,MUNIC_HECHO,BARRIO_HECHO,DIR_HECHO,ZONA_HECHO,CONDICION VICTIMA,TIPOVEHICULO,SERVICIO,CLASE ACCIDENTE,Dir_Concatenada,localizacion,punto,lat,long,alt
13398,2013,22.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA BASE," CARRERA 9 CON CALLE 34, AFUERA DEL PARQUE DE LA CAÑA, ",URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CAÍDA DEL OCUPANTE," CARRERA 9 CON CALLE 34, AFUERA DEL PARQUE DE LA CAÑA, , Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13619,2013,29.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,EL LIMONAR, CL 10 CON CRA 66,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO," CL 10 CON CRA 66, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14420,2014,19.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SINDICAL, CL 50 CON CRA  28,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ," CL 50 CON CRA  28, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6590,2010,24.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,PILOTO, CRA 1 CON CALLE 23,URBANA,CONDUCTOR,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHICULO," CRA 1 CON CALLE 23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14250,2013,40.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN NICOLAS, CRA 1 CON CL 25,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ," CRA 1 CON CL 25, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3762,2008,50.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CIUDAD JARDIN, CRA 100 NRO 14 128,URBANA,PEATON,,,ATROPELLO," CRA 100 NRO 14 128, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13705,2013,48.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,MOJICA, CRA 28F CON CL 72 Z1,URBANA,CONDUCTOR,TRACCIÓN ANIMAL,PARTICULAR,CHOQUE ," CRA 28F CON CL 72 Z1, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13612,2013,20.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,EL LIMONAR, CRA 66 FRENTE AL NO  10 - 35,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO," CRA 66 FRENTE AL NO  10 - 35, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1298,2007,54.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION, CRA 8 CON 26,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO," CRA 8 CON 26, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13426,2013,46.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ 3, CRA 8 CON CL  70,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO," CRA 8 CON CL  70, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14284,2013,19.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ, INTERSECCION AUTOPISTA SIMON BOLIVAR SOBRE LA CALLE 70.,URBANA,PASAJERO,BUSETA,PÚBLICO,VOLCAMIENTO," INTERSECCION AUTOPISTA SIMON BOLIVAR SOBRE LA CALLE 70., Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13961,2013,20.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,EL SENA, KRA. 1D CON CALLE 56.,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ," KRA. 1D CON CALLE 56., Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14025,2013,36.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,NUEVA TEQUENDAMA, KRA. 39 CON CALLE 5C.,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE ," KRA. 39 CON CALLE 5C., Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13506,2013,17.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SALOMIA, POR EL SENA DE SALOMIA,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO," POR EL SENA DE SALOMIA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7826,2010,18.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,BERLIN,"""CALLE 34 """" 2N 94""",URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"""CALLE 34 """" 2N 94"", Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14372,2014,13.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,PRADOS DE ORIENTE,.DIAGONAL 30 CALLE 34,URBANA,PASAJERO,MOTOCARRO,PARTICULAR,CHOQUE ,".DIAGONAL 30 CALLE 34, Cali, Valle del Cauca","Calle 44, La Gran Colombia, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4217139, -76.5075465, 0.0)",3.4217139,-76.5075465,0.0
529,2007,25.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CENTRO,}CRA 9 CON 9,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"}CRA 9 CON 9, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2005,2008,32.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,CALIMA,´CALLE 70 CRA 1,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"´CALLE 70 CRA 1, Cali, Valle del Cauca","Calle 70, Yira Castro, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.427304, -76.4995632, 0.0)",3.427304,-76.4995632,0.0
7788,2010,28.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN FERNANDO,´CLLE 3°B  CRA 36,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"´CLLE 3°B  CRA 36, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6067,2010,48.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,1 CON 52,URBANA,PASAJERO,BUS,PÚBLICO,CHOQUE CON OTRO VEHICULO,"1 CON 52, Cali, Valle del Cauca","Calle 52, Ciudad Córdoba, Comuna 15, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760025, Colombia","(3.3999291, -76.5085043, 0.0)",3.3999291,-76.5085043,0.0
8234,2011,28.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,OBRERO,10 CON 18,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"10 CON 18, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12982,2013,66.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,BARRIO OBRERO,10 CON 21 FRENTE A LA BOMBA,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO,"10 CON 21 FRENTE A LA BOMBA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
14181,2013,50.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,14 DE PASOANCHO,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO,"14 DE PASOANCHO, Cali, Valle del Cauca","Calle 14, Ciudadela Pasoancho, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760001, Colombia","(3.3875383, -76.5325916, 0.0)",3.3875383,-76.5325916,0.0
13673,2013,65.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CENTRO,15 CON 15,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE ,"15 CON 15, Cali, Valle del Cauca","Parada MIO - Avenida 15 Oeste con Calle 9A Oe, Avenida 15 Oeste, El Aguacatal, Comuna 1, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760045, Colombia","(3.4597961, -76.5513406, 0.0)",3.4597961,-76.5513406,0.0
753,2007,38.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN INFORMACION,15 CON 21,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"15 CON 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10487,2012,64.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,OBRERO,19 CON 19,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"19 CON 19, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10605,2012,21.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,JUNIN,23 CON 15,URBANA,PASAJERO,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHICULO,"23 CON 15, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8624,2011,27.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,LA FLORA,3 NORTE CON 52,URBANA,CONDUCTOR,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"3 NORTE CON 52, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11073,2012,47.0,MASCULINO,COLOMBIA ,VIUDO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,COMUNEROS 1 ETAPA,32 CON CIUDAD DE CALI,URBANA,CICLISTA ,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"32 CON CIUDAD DE CALI, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13500,2013,21.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SALOMIA,34 CON CARRERA 7,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"34 CON CARRERA 7, Cali, Valle del Cauca","Carrera 7, Alfonso López I, Comuna 7, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760006, Colombia","(3.4654503, -76.4839464, 0.0)",3.4654503,-76.4839464,0.0
6127,2010,45.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,TEQUENDAMA,39 AV ROOSEVEL,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"39 AV ROOSEVEL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
4192,2009,44.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN FERNANDO NUEVO,39 CON 5,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"39 CON 5, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
6001,2010,43.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,4 CON 70,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"4 CON 70, Cali, Valle del Cauca","MIO Calle 70, Yira Castro, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760020, Colombia","(3.4283931, -76.4986649, 0.0)",3.4283931,-76.4986649,0.0
352,2007,23.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CIUDAD DE CALI,4 ESQUINAS,URBANA,CONDUCTOR,MOTO O MOTO CARRO,OFICIAL,CHOQUE CON OTRO VEHÍCULO,"4 ESQUINAS, Cali, Valle del Cauca","Cinco Esquinas, Lleras Camargo, Comuna 20, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760040, Colombia","(3.4230351, -76.5591868, 0.0)",3.4230351,-76.5591868,0.0
5049,2009,37.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,GUABAL,44 CON 16,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"44 CON 16, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10402,2012,28.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,44 CON 8,URBANA,PASAJERO,BUS,PÚBLICO,CHOQUE CON OTRO VEHICULO,"44 CON 8, Cali, Valle del Cauca","Parada MIO - Carrera 8 con Calle 44, Carrera 8, El Troncal, Comuna 8, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760003, Colombia","(3.4531909, -76.5032127, 0.0)",3.4531909,-76.5032127,0.0
12415,2012,49.0,MASCULINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,44 CON 8,URBANA,PASAJERO,BUSETA ,PÚBLICO,CHOQUE CON OTRO VEHICULO,"44 CON 8, Cali, Valle del Cauca","Parada MIO - Carrera 8 con Calle 44, Carrera 8, El Troncal, Comuna 8, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760003, Colombia","(3.4531909, -76.5032127, 0.0)",3.4531909,-76.5032127,0.0
10469,2012,24.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,5 CON ROOSVELT,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"5 CON ROOSVELT, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
3999,2009,65.0,FEMENINO,COLOMBIA ,VIUDO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,LA ISLA,52 CON SEGUNDA NORTE,URBANA,PASAJERO,AUTOMÓVIL (INCLUYE TAXIS),PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"52 CON SEGUNDA NORTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8866,2011,17.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,6TA CON VEINTE,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CAÍDA DEL OCUPANTE,"6TA CON VEINTE, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7070,2010,60.0,FEMENINO,COLOMBIA ,CASADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ,70 CON 7,URBANA,PASAJERO,BUSETA,PÚBLICO,CHOQUE CON OTRO VEHICULO,"70 CON 7, Cali, Valle del Cauca","Parada MIO - Calle 70 con Carrera 8, Calle 70, Las Ceibas, Comuna 7, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760003, Colombia","(3.4548801, -76.485374, 0.0)",3.4548801,-76.485374,0.0
1806,2007,44.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,LAS CEIBAS,70 CON CRA 7 BIS,URBANA,PEATON,SI,SI,ATROPELLO,"70 CON CRA 7 BIS, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5490,2009,4.0,FEMENINO,COLOMBIA ,SIN INFORMACION,VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ III ETAPA,70N ON CL 70,URBANA,PEATON,,,ATROPELLO,"70N ON CL 70, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
1859,2007,18.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ,73 CON 7 C,URBANA,PEATON,SI,SI,ATROPELLO,"73 CON 7 C, Cali, Valle del Cauca","Parada MIO - Calle 73 con Carrera 7LBis, Calle 73, Alfonso López III, Comuna 7, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760003, Colombia","(3.4570491, -76.4818545, 0.0)",3.4570491,-76.4818545,0.0
5782,2009,17.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,JUANCHITO,A 2 CUADRAS DE JUANCHITO,URBANA,PASAJERO,BUSETA,PÚBLICO,VOLCAMIENTO,"A 2 CUADRAS DE JUANCHITO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7248,2010,21.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,A 3 CON C 17,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"A 3 CON C 17, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12989,2013,14.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,FLORALIA,A DOS CUADRAS DE SU CASA,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"A DOS CUADRAS DE SU CASA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13843,2013,9.0,MASCULINO,COLOMBIA ,NO APLICA,VALLE DEL CAUCA,SANTIAGO DE CALI,JOSE MANUEL MARROQUIN II ETAPA,A LA ALTURA DE LA G8,URBANA,CONDUCTOR,BICICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"A LA ALTURA DE LA G8, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11095,2012,58.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ANDRES SANIN,A LA ENTRADA DE ANDRES SANIN,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"A LA ENTRADA DE ANDRES SANIN, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2597,2008,20.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SAN VICENTE,A2 DN  NRO 23 N 120,URBANA,PASAJERO,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"A2 DN  NRO 23 N 120, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10631,2012,53.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,BAJO AGUACATAL,AAV 15 OESTE 4-289,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"AAV 15 OESTE 4-289, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8351,2011,20.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,VERSALLES,AC 3 N CALLE 21,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AC 3 N CALLE 21, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
9053,2011,7.0,MASCULINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,POLVORINES,ACALLE 4 OESTE NRO 94 33,URBANA,PEATÓN,SIN INFORMACIÓN,SIN INFORMACIÓN,ATROPELLO,"ACALLE 4 OESTE NRO 94 33, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
11444,2012,32.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,SAN FERNANDO NUEVO,ACALLE 6 CAR 29,URBANA,MOTOCICLISTA ,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHICULO,"ACALLE 6 CAR 29, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
10937,2012,65.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,GAITAN,ACALLE 73 CAR 1J,URBANA,PEATÓN,SIN INFORMACION ,,ATROPELLO,"ACALLE 73 CAR 1J, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
2137,2008,51.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,JUANCHITO,AL FRENTE CHANGO,URBANA,PEATON,,,ATROPELLO,"AL FRENTE CHANGO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
12060,2012,34.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SIN DATO,AL FRENTE DE COSMOCENTRO,URBANA,PASAJERO,BUS,PÚBLICO,SIN INFORMACION,"AL FRENTE DE COSMOCENTRO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13828,2013,13.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,CALIMA - LA 14,AL FRENTE DE LA 14 DE CALIMA,URBANA,PEATÓN,NO APLICA,NO APLICA,ATROPELLO,"AL FRENTE DE LA 14 DE CALIMA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
202,2007,39.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALFONSO LOPEZ,AL FRENTE DE LA GALERIA DE ALFONSO LOPEZ,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AL FRENTE DE LA GALERIA DE ALFONSO LOPEZ, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13115,2013,61.0,MASCULINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALAMEDA,AL FRENTE DEL CLUB NOEL,URBANA,CONDUCTOR,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AL FRENTE DEL CLUB NOEL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13114,2013,58.0,FEMENINO,COLOMBIA ,UNION LIBRE,VALLE DEL CAUCA,SANTIAGO DE CALI,ALAMEDA,AL FRENTE DEL CLUBNOEL,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"AL FRENTE DEL CLUBNOEL, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
7836,2010,65.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,SANTA ELENA,AL FRENTE DEL PLANCHO,URBANA,PEATON,SIN DATO,NO APLICA,ATROPELLO,"AL FRENTE DEL PLANCHO, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13660,2013,16.0,MASCULINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ULPIANO LLOREDA,AL LADO DE LA IGLESIA,URBANA,CONDUCTOR,MOTO O MOTO CARRO,PARTICULAR,CHOQUE ,"AL LADO DE LA IGLESIA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
8999,2011,11.0,FEMENINO,COLOMBIA ,,VALLE DEL CAUCA,SANTIAGO DE CALI,TERRON COLORADO,AL LADO DEL PUESTO DE SALUD VISTA HERMOSA,URBANA,PASAJERO,BUSETA,PÚBLICO,CAÍDA DEL OCUPANTE,"AL LADO DEL PUESTO DE SALUD VISTA HERMOSA, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
5897,2010,56.0,FEMENINO,COLOMBIA ,SEPARADO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ALAMEDA,ALAMEDA CON 23,URBANA,PASAJERO,AMBULANCIA,PARTICULAR,CHOQUE CON OTRO VEHICULO,"ALAMEDA CON 23, Cali, Valle del Cauca",,"(3.319788, -76.5255499, 0.0)",3.319788,-76.5255499,0.0
13319,2013,21.0,FEMENINO,COLOMBIA ,SOLTERO (A),VALLE DEL CAUCA,SANTIAGO DE CALI,ALTOS DE MENGA,ALBORADA,URBANA,PASAJERO,MOTOCICLETA,PARTICULAR,CHOQUE CON OTRO VEHÍCULO,"ALBORADA, Cali, Valle del Cauca","La Alborada, Comuna 16, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, Colombia","(3.3995221, -76.5213552, 0.0)",3.3995221,-76.5213552,0.0
